identifier,Category,Temperature L1,Product,Size,Temperature L2,Sugar,Milk,calories,caffeine,protein,sodium
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,Less,Regular,Standard,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,Less,Regular,Oat Milk,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,Less,Less,Standard,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,Less,Less,Oat Milk,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,Less,Half,Standard,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,Less,Half,Oat Milk,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,Less,Slight,Standard,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,Less,Slight,Oat Milk,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,Less,No,Standard,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,Less,No,Oat Milk,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,Extra,Standard,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,Extra,Oat Milk,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,Regular,Standard,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,Regular,Oat Milk,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,Less,Standard,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,Less,Oat Milk,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,Half,Standard,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,Half,Oat Milk,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,Slight,Standard,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,Slight,Oat Milk,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,No,Standard,0.0,43.0,0.0,0.0
16 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Regular,No,No,Oat Milk,0.0,43.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,Extra,Standard,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,Extra,Oat Milk,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,Regular,Standard,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,Regular,Oat Milk,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,Less,Standard,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,Less,Oat Milk,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,Half,Standard,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,Half,Oat Milk,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,Slight,Standard,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,Slight,Oat Milk,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,No,Standard,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Hot Tea,Pure tea,Hot,Roasted Black Pure Tea,Large,Hot,No,Oat Milk,0.0,64.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,Extra,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,Extra,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,Regular,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,Regular,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,Less,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,Less,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,Half,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,Half,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,Slight,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,Slight,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,No,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Regular,No,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,Extra,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,Extra,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,Regular,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,Regular,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,Less,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,Less,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,Half,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,Half,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,Slight,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,Slight,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,No,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,Less,No,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,Extra,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,Extra,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,Regular,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,Regular,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,Less,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,Less,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,Half,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,Half,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,Slight,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,Slight,Oat Milk,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,No,Standard,0.0,59.0,0.0,0.0
22 oz Roasted Black Extracted Iced Tea,Pure tea,Ice,Roasted Black Pure Tea,Large,No,No,Oat Milk,0.0,59.0,0.0,0.0
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,Extra,Standard,,,,
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,Extra,Oat Milk,,,,
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,Regular,Standard,,,,
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,Regular,Oat Milk,,,,
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,Less,Standard,,,,
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,Less,Oat Milk,,,,
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,Half,Standard,,,,
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,Half,Oat Milk,,,,
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,Slight,Standard,,,,
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,Slight,Oat Milk,,,,
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,No,Standard,,,,
,Pure tea,Hot,Ceylon Black Pure Tea,Small,Hot,No,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,Extra,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,Extra,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,Regular,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,Regular,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,Less,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,Less,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,Half,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,Half,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,Slight,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,Slight,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,No,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Regular,No,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,Extra,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,Extra,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,Regular,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,Regular,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,Less,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,Less,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,Half,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,Half,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,Slight,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,Slight,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,No,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,Less,No,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,Extra,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,Extra,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,Regular,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,Regular,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,Less,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,Less,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,Half,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,Half,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,Slight,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,Slight,Oat Milk,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,No,Standard,,,,
,Pure tea,Ice,Ceylon Black Pure Tea,Small,No,No,Oat Milk,,,,
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,Extra,Standard,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,Extra,Oat Milk,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,Regular,Standard,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,Regular,Oat Milk,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,Less,Standard,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,Less,Oat Milk,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,Half,Standard,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,Half,Oat Milk,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,Slight,Standard,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,Slight,Oat Milk,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,No,Standard,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Regular,Hot,No,Oat Milk,0.0,51.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,Extra,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,Extra,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,Regular,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,Regular,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,Less,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,Less,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,Half,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,Half,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,Slight,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,Slight,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,No,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Regular,No,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,Extra,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,Extra,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,Regular,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,Regular,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,Less,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,Less,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,Half,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,Half,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,Slight,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,Slight,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,No,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,Less,No,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,Extra,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,Extra,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,Regular,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,Regular,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,Less,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,Less,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,Half,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,Half,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,Slight,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,Slight,Oat Milk,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,No,Standard,0.0,52.0,0.0,0.0
16 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Regular,No,No,Oat Milk,0.0,52.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,Extra,Standard,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,Extra,Oat Milk,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,Regular,Standard,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,Regular,Oat Milk,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,Less,Standard,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,Less,Oat Milk,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,Half,Standard,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,Half,Oat Milk,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,Slight,Standard,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,Slight,Oat Milk,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,No,Standard,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Hot Tea,Pure tea,Hot,Ceylon Black Pure Tea,Large,Hot,No,Oat Milk,0.0,70.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,Extra,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,Extra,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,Regular,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,Regular,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,Less,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,Less,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,Half,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,Half,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,Slight,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,Slight,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,No,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Regular,No,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,Extra,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,Extra,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,Regular,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,Regular,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,Less,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,Less,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,Half,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,Half,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,Slight,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,Slight,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,No,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,Less,No,Oat Milk,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,No,Extra,Standard,0.0,72.0,0.0,0.0
22 oz Ceylon Extracted Iced Tea,Pure tea,Ice,Ceylon Black Pure Tea,Large,No,Extra,Oat Milk,0.0,72.0,0.0,0.0
