identifier,Category,Temperature L1,Product,Size,Temperature L2,Sugar,Milk,calories,caffeine,protein,sodium
16 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Regular,Hot,No,Oat Milk,300.0,132.0,8.0,210.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,Extra,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,Extra,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,Regular,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,Regular,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,Less,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,Less,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,Half,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,Half,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,Slight,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,Slight,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,No,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Regular,No,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,Extra,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,Extra,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,Regular,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,Regular,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,Less,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,Less,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,Half,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,Half,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,Slight,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,Slight,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,No,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,Less,No,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,Extra,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,Extra,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,Regular,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,Regular,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,Less,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,Less,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,Half,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,Half,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,Slight,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,Slight,Oat Milk,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,No,Standard,210.0,80.0,4.0,125.0
16 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Regular,No,No,Oat Milk,210.0,80.0,4.0,125.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,Extra,Standard,410.0,181.0,11.0,290.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,Extra,Oat Milk,410.0,181.0,11.0,290.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,Regular,Standard,410.0,181.0,11.0,290.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,Regular,Oat Milk,410.0,181.0,11.0,290.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,Less,Standard,410.0,181.0,11.0,290.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,Less,Oat Milk,410.0,181.0,11.0,290.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,Half,Standard,410.0,181.0,11.0,290.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,Half,Oat Milk,410.0,181.0,11.0,290.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,Slight,Standard,410.0,181.0,11.0,290.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,Slight,Oat Milk,410.0,181.0,11.0,290.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,No,Standard,410.0,181.0,11.0,290.0
22 oz Hot Tea Latte (extracted Ceylon),Tea Latte,Hot,Ceylon Black Tea Latte,Large,Hot,No,Oat Milk,410.0,181.0,11.0,290.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,Extra,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,Extra,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,Regular,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,Regular,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,Less,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,Less,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,Half,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,Half,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,Slight,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,Slight,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,No,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Regular,No,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,Extra,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,Extra,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,Regular,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,Regular,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,Less,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,Less,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,Half,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,Half,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,Slight,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,Slight,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,No,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,Less,No,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,Extra,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,Extra,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,Regular,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,Regular,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,Less,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,Less,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,Half,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,Half,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,Slight,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,Slight,Oat Milk,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,No,Standard,290.0,110.0,6.0,170.0
22 oz Iced Tea Latte (extracted Ceylon),Tea Latte,Ice,Ceylon Black Tea Latte,Large,No,No,Oat Milk,290.0,110.0,6.0,170.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,Extra,Standard,220.0,75.0,6.0,160.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,Extra,Oat Milk,220.0,75.0,6.0,160.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,Regular,Standard,220.0,75.0,6.0,160.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,Regular,Oat Milk,220.0,75.0,6.0,160.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,Less,Standard,220.0,75.0,6.0,160.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,Less,Oat Milk,220.0,75.0,6.0,160.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,Half,Standard,220.0,75.0,6.0,160.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,Half,Oat Milk,220.0,75.0,6.0,160.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,Slight,Standard,220.0,75.0,6.0,160.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,Slight,Oat Milk,220.0,75.0,6.0,160.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,No,Standard,220.0,75.0,6.0,160.0
12 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Small,Hot,No,Oat Milk,220.0,75.0,6.0,160.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,Extra,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,Extra,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,Regular,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,Regular,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,Less,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,Less,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,Half,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,Half,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,Slight,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,Slight,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,No,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Regular,No,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,Extra,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,Extra,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,Regular,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,Regular,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,Less,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,Less,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,Half,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,Half,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,Slight,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,Slight,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,No,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,Less,No,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,Extra,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,Extra,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,Regular,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,Regular,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,Less,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,Less,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,Half,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,Half,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,Slight,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,Slight,Oat Milk,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,No,Standard,160.0,71.0,3.0,100.0
12 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Small,No,No,Oat Milk,160.0,71.0,3.0,100.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,Extra,Standard,300.0,100.0,8.0,210.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,Extra,Oat Milk,300.0,100.0,8.0,210.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,Regular,Standard,300.0,100.0,8.0,210.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,Regular,Oat Milk,300.0,100.0,8.0,210.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,Less,Standard,300.0,100.0,8.0,210.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,Less,Oat Milk,300.0,100.0,8.0,210.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,Half,Standard,300.0,100.0,8.0,210.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,Half,Oat Milk,300.0,100.0,8.0,210.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,Slight,Standard,300.0,100.0,8.0,210.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,Slight,Oat Milk,300.0,100.0,8.0,210.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,No,Standard,300.0,100.0,8.0,210.0
16 oz Hot Tea Latte (extracted Roasted Oolong),Tea Latte,Hot,Roasted Oolong Tea Latte,Regular,Hot,No,Oat Milk,300.0,100.0,8.0,210.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,Extra,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,Extra,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,Regular,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,Regular,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,Less,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,Less,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,Half,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,Half,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,Slight,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,Slight,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,No,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Regular,No,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,Extra,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,Extra,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,Regular,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,Regular,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,Less,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,Less,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,Half,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,Half,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,Slight,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,Slight,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,No,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,Less,No,Oat Milk,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,No,Extra,Standard,220.0,94.0,4.0,130.0
16 oz Iced Tea Latte (extracted Roasted Oolong),Tea Latte,Ice,Roasted Oolong Tea Latte,Regular,No,Extra,Oat Milk,220.0,94.0,4.0,130.0
